Age,Gender,Marriage Status,No of People Living in Family,State,Employment Status,No_Employees,Cluster_KModes
30,Male,Other,10,Uttar Pradesh,Employed(Government),10-50,3
25,Male,Other,10,Dadra and Nagar Haveli and Daman and Diu,Unemployed,10-50,2
32,Female,Other,5,Andhra Pradesh,Retired,0-10,3
30,Male,Married,10,Dadra and Nagar Haveli and Daman and Diu,Employed(Private),500-1000,0
73,Female,Other,3,Madhya Pradesh,Employed(Government),0-10,2
34,Female,Other,1,Karnataka,Unemployed,0-10,0
75,Male,Married,2,Uttarakhand,Unemployed,50-100,2
38,Female,Married,3,Assam,Student,0-10,0
76,Female,Single,6,Rajasthan,Employed(Government),500-1000,0
23,Female,Single,3,Andaman and Nicobar Islands,Employed(Government),0-10,2
80,Male,Single,9,Jharkhand,Employed(Government),0-10,1
27,Female,Married,3,Goa,Retired,0-10,1
70,Male,Other,2,Lakshadweep,Unemployed,100-500,0
27,Female,Married,1,Mizoram,Unemployed,0-10,0
21,Male,Single,6,Bihar,Employed(Government),10-50,0
47,Male,Other,5,Puducherry,Employed(Government),500-1000,3
74,Female,Other,2,Chhattisgarh,Student,10-50,0
22,Male,Other,3,Telangana,Student,10-50,2
57,Male,Married,4,Lakshadweep,Student,500-1000,1
45,Male,Single,7,Jharkhand,Student,500-1000,1
18,Female,Married,8,Punjab,Employed(Private),500-1000,2
24,Female,Other,4,Kerala,Unemployed,500-1000,2
27,Female,Married,7,Puducherry,Unemployed,50-100,0
67,Male,Married,1,Jammu and Kashmir,Employed(Government),50-100,1
35,Female,Married,7,Bihar,Retired,0-10,0
57,Female,Single,2,Rajasthan,Student,10-50,0
22,Female,Single,6,Himachal Pradesh,Retired,1000+,3
77,Male,Married,8,Puducherry,Student,10-50,1
29,Male,Single,10,Rajasthan,Employed(Government),1000+,2
59,Male,Other,4,Punjab,Student,0-10,0
58,Male,Other,9,Andaman and Nicobar Islands,Employed(Private),100-500,2
33,Female,Married,4,Arunachal Pradesh,Employed(Government),0-10,2
41,Male,Married,4,Tamil Nadu,Employed(Government),10-50,1
55,Female,Other,1,Maharashtra,Employed(Private),0-10,1
23,Male,Other,8,Ladakh,Unemployed,500-1000,3
47,Female,Single,7,Jharkhand,Student,1000+,0
28,Female,Single,5,Jharkhand,Student,10-50,0
49,Male,Other,10,Bihar,Student,100-500,0
55,Female,Other,8,Puducherry,Employed(Government),500-1000,1
37,Male,Single,1,Tripura,Unemployed,500-1000,1
74,Female,Married,7,Tripura,Unemployed,10-50,2
70,Male,Married,7,Rajasthan,Employed(Private),100-500,1
39,Male,Married,9,Andaman and Nicobar Islands,Student,1000+,2
40,Female,Other,5,Manipur,Student,100-500,2
72,Male,Married,5,Chhattisgarh,Employed(Private),10-50,0
18,Male,Other,2,Kerala,Student,100-500,2
28,Male,Other,6,Kerala,Employed(Government),10-50,1
45,Female,Married,9,Nagaland,Employed(Government),10-50,1
38,Female,Single,1,Punjab,Employed(Private),10-50,1
68,Male,Married,3,Lakshadweep,Student,100-500,3
19,Male,Other,9,Andhra Pradesh,Unemployed,1000+,0
55,Female,Other,5,Goa,Student,0-10,0
58,Female,Single,10,Jharkhand,Unemployed,50-100,2
35,Female,Other,5,Punjab,Employed(Government),0-10,0
29,Male,Married,1,Mizoram,Student,100-500,3
20,Female,Married,4,Nagaland,Employed(Private),1000+,2
20,Male,Married,2,Delhi,Employed(Government),10-50,0
35,Female,Other,4,Odisha,Unemployed,100-500,1
48,Female,Other,4,Assam,Student,0-10,0
74,Male,Single,5,Rajasthan,Employed(Private),0-10,0
80,Female,Other,5,Punjab,Unemployed,100-500,3
77,Male,Other,3,Manipur,Employed(Government),50-100,2
70,Female,Other,3,Chhattisgarh,Unemployed,500-1000,1
58,Male,Single,9,West Bengal,Employed(Government),500-1000,0
45,Male,Single,6,Chhattisgarh,Employed(Government),0-10,1
43,Male,Single,3,West Bengal,Student,0-10,2
76,Male,Single,3,Lakshadweep,Unemployed,500-1000,1
48,Female,Married,4,Manipur,Employed(Private),500-1000,0
29,Female,Other,7,Bihar,Unemployed,50-100,1
31,Male,Married,6,Bihar,Unemployed,50-100,1
76,Female,Married,10,Maharashtra,Student,1000+,0
18,Male,Single,9,Andhra Pradesh,Employed(Government),500-1000,3
60,Female,Married,9,Odisha,Unemployed,500-1000,0
27,Female,Married,7,Haryana,Employed(Private),100-500,0
41,Female,Single,7,Telangana,Employed(Government),100-500,1
34,Male,Married,2,Ladakh,Unemployed,0-10,3
56,Male,Single,6,Sikkim,Employed(Government),100-500,1
70,Male,Single,3,Telangana,Employed(Private),0-10,3
22,Female,Other,1,Jharkhand,Employed(Private),10-50,0
51,Male,Married,5,Karnataka,Student,1000+,0
21,Female,Married,6,Gujarat,Employed(Private),0-10,1
50,Male,Married,1,Haryana,Retired,10-50,0
32,Male,Single,8,Tripura,Retired,1000+,1
59,Female,Married,1,Delhi,Employed(Private),0-10,0
27,Male,Other,4,Nagaland,Retired,100-500,2
41,Male,Other,2,Rajasthan,Student,50-100,1
36,Female,Married,6,Telangana,Employed(Private),1000+,0
78,Male,Single,5,Andhra Pradesh,Retired,1000+,3
55,Female,Married,8,Uttar Pradesh,Student,100-500,3
76,Male,Single,3,Tamil Nadu,Retired,0-10,1
23,Female,Married,6,Lakshadweep,Employed(Private),50-100,1
79,Female,Married,10,Andhra Pradesh,Retired,500-1000,3
58,Female,Single,6,West Bengal,Unemployed,0-10,1
26,Female,Single,6,Chhattisgarh,Student,0-10,2
57,Female,Married,1,Telangana,Unemployed,1000+,3
60,Male,Single,5,Rajasthan,Unemployed,500-1000,0
80,Female,Married,1,Odisha,Employed(Private),0-10,1
61,Female,Other,7,Bihar,Employed(Government),100-500,2
28,Male,Single,7,Puducherry,Student,100-500,2
57,Female,Other,1,Rajasthan,Student,0-10,0
41,Male,Other,7,Chandigarh,Employed(Private),0-10,0
58,Female,Single,1,Assam,Student,50-100,2
21,Male,Married,4,Karnataka,Unemployed,10-50,3
75,Female,Single,2,Arunachal Pradesh,Employed(Private),10-50,0
43,Female,Married,7,Karnataka,Student,1000+,0
63,Female,Single,2,Uttarakhand,Retired,100-500,2
65,Male,Other,2,Uttar Pradesh,Unemployed,0-10,0
79,Female,Married,1,Puducherry,Retired,100-500,3
42,Female,Single,1,Karnataka,Unemployed,10-50,3
44,Male,Single,10,Nagaland,Retired,0-10,2
53,Male,Other,4,Ladakh,Retired,50-100,2
76,Male,Other,5,West Bengal,Student,100-500,1
31,Male,Single,2,Telangana,Employed(Government),0-10,0
18,Male,Single,9,Kerala,Employed(Government),500-1000,0
68,Female,Other,7,Odisha,Student,50-100,1
57,Male,Single,9,Rajasthan,Employed(Private),10-50,0
28,Female,Other,10,Delhi,Employed(Private),1000+,0
63,Male,Other,3,Odisha,Retired,100-500,3
49,Male,Single,1,Puducherry,Employed(Government),100-500,1
66,Male,Other,4,Tamil Nadu,Employed(Private),10-50,1
56,Male,Other,2,West Bengal,Student,1000+,3
74,Female,Married,3,Maharashtra,Retired,50-100,1
74,Female,Other,7,Lakshadweep,Employed(Government),100-500,3
48,Female,Married,4,Andhra Pradesh,Employed(Government),500-1000,1
21,Female,Married,8,Jharkhand,Employed(Government),10-50,2
52,Female,Other,4,Goa,Unemployed,0-10,2
47,Female,Single,4,Rajasthan,Employed(Private),500-1000,3
33,Male,Single,10,Tripura,Retired,1000+,1
63,Male,Married,9,Jammu and Kashmir,Retired,50-100,1
45,Male,Single,6,Uttarakhand,Employed(Private),500-1000,2
66,Male,Other,9,Rajasthan,Retired,500-1000,1
71,Female,Other,7,Karnataka,Retired,1000+,0
79,Female,Married,6,Jammu and Kashmir,Employed(Private),500-1000,1
57,Male,Single,10,Haryana,Retired,10-50,2
72,Male,Married,4,Uttar Pradesh,Student,1000+,0
42,Female,Single,2,Uttarakhand,Student,100-500,1
44,Male,Other,2,Chhattisgarh,Student,0-10,0
71,Male,Married,10,Tripura,Employed(Government),500-1000,3
60,Male,Married,4,Chhattisgarh,Unemployed,1000+,1
73,Male,Other,10,Karnataka,Retired,10-50,0
50,Female,Other,9,Uttar Pradesh,Retired,1000+,0
53,Female,Other,5,Assam,Retired,100-500,0
41,Male,Single,1,Gujarat,Employed(Private),10-50,1
33,Male,Other,1,Andhra Pradesh,Student,10-50,0
47,Female,Married,1,Madhya Pradesh,Retired,50-100,0
42,Female,Married,6,Chandigarh,Retired,100-500,1
34,Male,Other,4,Nagaland,Unemployed,0-10,0
38,Female,Married,4,Manipur,Retired,100-500,0
32,Female,Other,1,Andaman and Nicobar Islands,Employed(Government),50-100,0
70,Male,Single,4,Delhi,Unemployed,1000+,2
35,Male,Married,7,Karnataka,Student,500-1000,1
46,Female,Other,3,Mizoram,Unemployed,500-1000,0
79,Female,Single,10,Mizoram,Student,100-500,3
39,Male,Married,3,Andaman and Nicobar Islands,Employed(Government),500-1000,3
52,Male,Married,10,Madhya Pradesh,Employed(Government),1000+,1
47,Male,Other,5,Puducherry,Employed(Private),1000+,0
19,Male,Single,6,Karnataka,Student,100-500,3
42,Female,Other,10,Himachal Pradesh,Student,1000+,0
53,Male,Married,6,Ladakh,Employed(Private),0-10,0
25,Male,Other,3,Haryana,Student,0-10,1
71,Male,Other,8,Andhra Pradesh,Employed(Private),100-500,1
36,Female,Other,2,Andhra Pradesh,Unemployed,50-100,3
74,Female,Single,9,Manipur,Unemployed,1000+,1
77,Female,Single,3,Ladakh,Unemployed,1000+,0
24,Male,Other,4,Madhya Pradesh,Retired,10-50,0
31,Male,Single,10,Puducherry,Employed(Government),50-100,2
29,Female,Other,6,Meghalaya,Employed(Private),0-10,2
20,Male,Single,5,Karnataka,Unemployed,500-1000,1
52,Male,Married,5,Himachal Pradesh,Employed(Private),500-1000,2
61,Male,Single,10,Chhattisgarh,Student,500-1000,3
31,Female,Married,5,Goa,Employed(Government),10-50,2
48,Female,Other,5,Andaman and Nicobar Islands,Employed(Private),0-10,3
22,Male,Married,6,Tripura,Employed(Government),50-100,1
41,Female,Single,10,Jammu and Kashmir,Employed(Private),100-500,2
71,Male,Single,10,Delhi,Employed(Private),500-1000,2
53,Female,Other,7,Arunachal Pradesh,Employed(Private),1000+,1
46,Male,Other,5,Chandigarh,Employed(Government),100-500,1
32,Male,Other,9,Arunachal Pradesh,Retired,50-100,0
71,Female,Other,5,Rajasthan,Student,100-500,1
47,Male,Married,9,Bihar,Retired,10-50,2
63,Male,Married,5,Goa,Student,0-10,0
70,Female,Other,8,Manipur,Employed(Government),500-1000,0
19,Female,Married,6,Jharkhand,Employed(Private),50-100,0
76,Male,Married,8,Haryana,Unemployed,500-1000,1
66,Male,Other,3,Arunachal Pradesh,Employed(Private),10-50,2
59,Male,Other,6,Madhya Pradesh,Employed(Government),100-500,1
69,Male,Married,3,Karnataka,Employed(Private),0-10,0
69,Female,Single,7,Ladakh,Employed(Private),10-50,2
29,Male,Other,10,Chhattisgarh,Retired,500-1000,0
34,Female,Married,8,Lakshadweep,Employed(Private),1000+,3
45,Male,Single,9,Sikkim,Employed(Private),1000+,1
67,Male,Married,8,Haryana,Student,50-100,2
33,Male,Married,4,Telangana,Retired,10-50,0
60,Female,Other,4,Arunachal Pradesh,Employed(Private),1000+,1
26,Female,Other,8,Meghalaya,Student,500-1000,3
29,Female,Single,3,Haryana,Employed(Private),1000+,0
48,Male,Married,2,Himachal Pradesh,Employed(Private),0-10,2
73,Female,Single,9,Odisha,Employed(Private),100-500,1
67,Female,Other,6,Manipur,Student,1000+,1
42,Female,Single,8,Karnataka,Employed(Private),1000+,3
21,Male,Single,1,Tripura,Employed(Private),0-10,0
45,Female,Other,5,Himachal Pradesh,Unemployed,50-100,1
42,Male,Married,3,Tamil Nadu,Student,10-50,3
67,Female,Married,5,Karnataka,Employed(Government),500-1000,0
76,Female,Other,5,Gujarat,Student,100-500,2
58,Female,Other,9,West Bengal,Employed(Government),500-1000,1
43,Female,Single,7,Nagaland,Student,0-10,3
24,Female,Single,5,Manipur,Employed(Government),50-100,2
48,Male,Married,2,Lakshadweep,Employed(Private),0-10,0
49,Female,Other,5,Assam,Unemployed,100-500,0
35,Female,Other,8,Tamil Nadu,Employed(Government),0-10,2
24,Male,Married,8,Karnataka,Employed(Government),100-500,0
64,Female,Other,10,Tamil Nadu,Student,10-50,0
38,Female,Other,3,Assam,Student,50-100,3
79,Female,Other,9,Punjab,Employed(Government),0-10,3
50,Male,Single,3,Bihar,Employed(Private),100-500,0
43,Female,Other,9,Chhattisgarh,Employed(Government),50-100,0
65,Female,Married,4,Chandigarh,Unemployed,500-1000,1
50,Female,Married,5,Chhattisgarh,Student,1000+,0
79,Female,Married,5,Gujarat,Student,100-500,3
75,Male,Married,4,Punjab,Student,50-100,0
71,Male,Other,4,Karnataka,Student,500-1000,3
26,Male,Married,1,Odisha,Unemployed,1000+,2
54,Female,Other,5,Rajasthan,Retired,50-100,1
25,Male,Other,6,Meghalaya,Employed(Government),0-10,2
47,Female,Other,5,Manipur,Unemployed,1000+,0
19,Female,Single,2,Assam,Student,0-10,0
40,Female,Single,9,Uttar Pradesh,Employed(Private),0-10,0
47,Female,Other,8,West Bengal,Unemployed,0-10,1
37,Male,Other,6,Karnataka,Student,0-10,1
68,Male,Single,3,Assam,Retired,1000+,3
27,Female,Other,8,Uttarakhand,Employed(Private),0-10,2
30,Male,Single,5,Goa,Unemployed,50-100,0
62,Female,Married,2,Andaman and Nicobar Islands,Student,0-10,1
29,Female,Other,9,Gujarat,Employed(Private),10-50,3
52,Male,Married,2,Sikkim,Employed(Government),10-50,0
71,Male,Single,10,Gujarat,Student,500-1000,0
29,Female,Married,6,West Bengal,Retired,500-1000,1
40,Female,Married,5,Jammu and Kashmir,Student,0-10,0
60,Female,Married,3,Karnataka,Unemployed,50-100,0
72,Female,Married,9,Sikkim,Unemployed,10-50,3
37,Male,Married,8,Bihar,Unemployed,500-1000,2
69,Male,Single,2,Andaman and Nicobar Islands,Student,50-100,2
24,Male,Single,3,Odisha,Student,1000+,3
32,Female,Other,6,Madhya Pradesh,Retired,100-500,3
43,Male,Single,1,Sikkim,Employed(Private),1000+,2
73,Female,Other,3,West Bengal,Employed(Private),500-1000,1
20,Male,Other,10,Ladakh,Employed(Private),1000+,0
46,Male,Married,7,Tripura,Unemployed,100-500,2
34,Female,Single,1,Maharashtra,Employed(Government),100-500,2
46,Female,Single,2,Goa,Retired,500-1000,0
48,Female,Other,8,Assam,Employed(Government),1000+,2
38,Female,Married,2,Uttarakhand,Unemployed,500-1000,2
21,Male,Married,1,Mizoram,Retired,500-1000,0
69,Female,Other,4,Goa,Student,100-500,1
26,Male,Single,7,Haryana,Employed(Government),10-50,0
58,Female,Other,7,Goa,Employed(Government),500-1000,3
41,Female,Single,9,Uttarakhand,Student,10-50,0
52,Female,Other,8,Karnataka,Retired,100-500,1
33,Female,Other,6,Assam,Unemployed,50-100,0
28,Male,Other,2,Bihar,Student,50-100,2
56,Female,Other,6,Maharashtra,Retired,500-1000,0
63,Female,Single,8,Rajasthan,Student,10-50,3
56,Female,Single,3,Assam,Retired,500-1000,2
76,Male,Single,4,Rajasthan,Employed(Government),100-500,1
51,Female,Single,6,Meghalaya,Unemployed,100-500,2
79,Male,Married,5,West Bengal,Student,10-50,2
62,Male,Married,6,Bihar,Unemployed,50-100,1
64,Female,Other,1,Madhya Pradesh,Employed(Government),100-500,2
55,Male,Single,1,Karnataka,Employed(Government),10-50,0
31,Male,Single,2,Punjab,Employed(Government),50-100,0
75,Male,Single,10,Mizoram,Retired,10-50,1
73,Female,Single,6,Haryana,Retired,500-1000,0
19,Female,Married,1,Gujarat,Employed(Private),0-10,0
67,Female,Single,9,Bihar,Retired,10-50,1
56,Male,Other,10,Ladakh,Retired,0-10,1
38,Male,Other,7,Punjab,Employed(Government),100-500,2
65,Female,Married,6,Delhi,Retired,50-100,0
54,Female,Single,2,Sikkim,Retired,50-100,3
43,Male,Other,6,Madhya Pradesh,Employed(Private),10-50,1
63,Female,Married,10,Telangana,Employed(Government),0-10,2
60,Female,Other,1,Jammu and Kashmir,Unemployed,50-100,1
50,Female,Single,7,Maharashtra,Employed(Private),1000+,1
23,Female,Other,10,West Bengal,Unemployed,10-50,0
72,Male,Married,9,Haryana,Unemployed,10-50,2
37,Female,Single,5,Madhya Pradesh,Student,100-500,0
28,Female,Other,7,Chhattisgarh,Student,500-1000,3
60,Male,Other,5,Ladakh,Employed(Private),1000+,1
18,Female,Other,1,Goa,Student,100-500,1
70,Male,Married,10,Goa,Student,1000+,1
21,Female,Married,8,Haryana,Student,500-1000,1
25,Female,Single,5,Tamil Nadu,Employed(Private),50-100,2
52,Female,Other,4,Tripura,Retired,50-100,0
46,Male,Single,5,Bihar,Unemployed,50-100,3
70,Female,Single,10,Tripura,Unemployed,500-1000,0
26,Female,Single,7,Chandigarh,Retired,500-1000,0
56,Male,Other,1,Jammu and Kashmir,Student,50-100,3
21,Female,Married,9,Punjab,Unemployed,10-50,1
69,Female,Other,6,Uttarakhand,Unemployed,1000+,3
34,Male,Single,8,Uttar Pradesh,Student,1000+,0
35,Male,Married,2,Chandigarh,Retired,0-10,0
44,Male,Other,3,Meghalaya,Student,10-50,3
45,Male,Other,9,Nagaland,Unemployed,100-500,3
43,Male,Single,5,Andaman and Nicobar Islands,Employed(Private),500-1000,1
41,Female,Other,6,Manipur,Employed(Government),10-50,1
46,Male,Single,4,Ladakh,Employed(Government),500-1000,3
79,Female,Married,6,Jharkhand,Retired,50-100,0
70,Male,Single,4,Haryana,Employed(Government),0-10,0
41,Male,Single,3,Mizoram,Retired,100-500,1
41,Female,Married,9,Rajasthan,Retired,500-1000,0
40,Male,Single,9,Uttarakhand,Student,1000+,0
20,Female,Single,8,Tripura,Retired,1000+,1
21,Female,Single,5,Puducherry,Student,1000+,0
67,Male,Married,10,Andhra Pradesh,Retired,10-50,3
51,Female,Married,7,Gujarat,Employed(Government),10-50,0
27,Male,Married,4,Arunachal Pradesh,Student,100-500,3
77,Male,Other,7,Mizoram,Retired,1000+,3
20,Female,Married,10,Haryana,Unemployed,10-50,0
79,Female,Single,5,Madhya Pradesh,Unemployed,10-50,1
47,Male,Married,8,Delhi,Employed(Private),50-100,0
46,Female,Single,2,Chandigarh,Employed(Government),50-100,1
70,Female,Single,8,Himachal Pradesh,Student,500-1000,1
70,Male,Single,6,Chandigarh,Student,500-1000,0
61,Female,Other,6,Karnataka,Student,1000+,0
24,Male,Single,6,Puducherry,Employed(Government),100-500,3
54,Female,Other,8,Dadra and Nagar Haveli and Daman and Diu,Employed(Private),1000+,2
50,Female,Single,8,Uttar Pradesh,Student,10-50,1
72,Male,Other,6,Delhi,Student,1000+,0
48,Male,Married,3,Manipur,Employed(Private),1000+,3
27,Male,Married,1,Gujarat,Student,1000+,0
24,Female,Other,10,Goa,Retired,0-10,1
62,Female,Single,8,West Bengal,Student,100-500,1
58,Female,Married,4,Puducherry,Employed(Government),1000+,3
37,Female,Other,8,Andhra Pradesh,Employed(Private),1000+,0
24,Male,Other,7,Sikkim,Employed(Government),500-1000,1
25,Male,Single,7,Chandigarh,Student,10-50,3
47,Male,Married,4,Odisha,Employed(Government),1000+,3
59,Female,Other,6,Jharkhand,Unemployed,10-50,3
77,Female,Single,1,Haryana,Unemployed,1000+,1
70,Male,Single,5,Bihar,Employed(Private),0-10,2
51,Female,Other,1,Jammu and Kashmir,Employed(Government),1000+,0
54,Female,Single,1,Chandigarh,Retired,10-50,2
73,Female,Single,1,Sikkim,Student,500-1000,1
72,Female,Other,1,Manipur,Student,100-500,2
54,Male,Married,7,Puducherry,Employed(Government),10-50,3
19,Male,Married,2,Rajasthan,Student,1000+,0
32,Male,Married,6,Jammu and Kashmir,Employed(Private),0-10,1
78,Male,Single,3,Arunachal Pradesh,Unemployed,500-1000,0
37,Male,Single,6,Tripura,Employed(Government),100-500,1
51,Male,Married,7,Tamil Nadu,Employed(Government),50-100,0
79,Female,Other,4,Bihar,Employed(Private),100-500,3
27,Female,Married,2,Karnataka,Employed(Government),500-1000,0
76,Female,Other,7,Jharkhand,Unemployed,500-1000,2
32,Male,Married,6,Delhi,Employed(Private),500-1000,1
65,Female,Other,10,Himachal Pradesh,Retired,50-100,3
53,Male,Married,3,Madhya Pradesh,Retired,50-100,1
48,Female,Other,3,Sikkim,Retired,0-10,0
75,Male,Other,1,Sikkim,Employed(Private),0-10,1
47,Female,Married,7,Haryana,Student,0-10,0
52,Female,Married,6,Puducherry,Retired,0-10,3
58,Female,Other,10,Jharkhand,Student,100-500,3
75,Male,Other,8,Meghalaya,Student,0-10,1
19,Female,Other,10,Bihar,Employed(Government),10-50,3
61,Female,Other,4,Arunachal Pradesh,Unemployed,10-50,0
47,Female,Other,2,Manipur,Unemployed,0-10,2
46,Male,Single,4,Gujarat,Retired,100-500,3
40,Female,Single,5,Dadra and Nagar Haveli and Daman and Diu,Employed(Private),10-50,0
69,Male,Married,10,Tamil Nadu,Retired,500-1000,1
46,Male,Other,1,Punjab,Retired,0-10,1
61,Female,Other,3,Ladakh,Employed(Government),100-500,0
77,Male,Married,4,Tripura,Retired,0-10,1
23,Male,Other,10,Chhattisgarh,Employed(Government),100-500,2
38,Male,Single,9,Karnataka,Employed(Government),1000+,0
67,Female,Other,8,Chhattisgarh,Retired,50-100,2
32,Male,Single,3,Tripura,Employed(Government),1000+,2
48,Female,Other,10,Punjab,Employed(Government),0-10,2
33,Female,Married,7,Andaman and Nicobar Islands,Employed(Government),10-50,2
63,Male,Single,7,Mizoram,Employed(Government),0-10,2
72,Male,Other,6,Goa,Unemployed,10-50,2
54,Male,Other,2,Dadra and Nagar Haveli and Daman and Diu,Student,0-10,1
58,Female,Married,4,Delhi,Employed(Private),1000+,1
23,Female,Other,9,Mizoram,Student,100-500,3
65,Male,Married,5,Meghalaya,Unemployed,0-10,0
41,Female,Married,5,Tripura,Retired,10-50,3
21,Female,Other,7,Himachal Pradesh,Employed(Government),50-100,2
29,Female,Married,2,Uttar Pradesh,Employed(Private),100-500,3
68,Male,Single,7,Bihar,Employed(Private),10-50,3
27,Female,Other,9,Jharkhand,Employed(Government),50-100,3
59,Male,Married,4,Andhra Pradesh,Unemployed,10-50,3
60,Male,Other,9,Delhi,Employed(Private),50-100,3
65,Female,Other,5,Delhi,Unemployed,500-1000,2
66,Female,Married,1,Meghalaya,Employed(Private),1000+,2
75,Male,Other,4,Arunachal Pradesh,Employed(Government),0-10,2
