Physical Activity Level,Dietary Habits,Sleep Duration (hours),Stress Level,Smoking Status,Alcohol Consumption,Caffeine Intake,Hydration Level,Work-Life Balance,Hobbies and Interests,Social Support,Mindfulness and Meditation Practice,Exposure to Natural Light,Technology Usage,Air Quality Exposure,Cluster_KModes
Sedentary,Vegetarian,6,Low,Smoker,None,High,Adequate,Poor,Reading,Strong,None,High,Excessive,Good,0
Active,Mediterranean,10,Low,Former Smoker,None,High,Insufficient,Excellent,Sports,Strong,Regular,Moderate,Excessive,Poor,1
Moderate,Vegetarian,7,Moderate,Former Smoker,Regular,Low,Insufficient,Good,Music,Moderate,Occasional,Moderate,Excessive,Poor,1
Moderate,Vegan,9,High,Smoker,Occasional,Low,Insufficient,Good,Reading,Strong,Occasional,Low,Minimal,Average,2
Moderate,Vegetarian,12,Moderate,Former Smoker,None,Low,Insufficient,Poor,Sports,Moderate,Occasional,Low,Moderate,Poor,1
Sedentary,Omnivore,4,High,Non-smoker,Occasional,Low,Insufficient,Excellent,Reading,Moderate,Occasional,Moderate,Excessive,Poor,2
Active,Keto,6,High,Non-smoker,Regular,High,Adequate,Excellent,Music,Moderate,Regular,Low,Minimal,Good,2
Active,Vegetarian,10,Low,Smoker,Occasional,None,Adequate,Poor,Music,Strong,Occasional,High,Excessive,Poor,0
Moderate,Vegetarian,9,Low,Smoker,None,Low,Insufficient,Good,Traveling,Weak,Regular,Low,Moderate,Average,2
Sedentary,Vegan,6,Moderate,Former Smoker,None,Low,Adequate,Fair,Sports,Moderate,Regular,High,Minimal,Poor,1
Moderate,Vegetarian,9,Moderate,Smoker,Occasional,High,Adequate,Good,Music,Moderate,Regular,Moderate,Excessive,Average,1
Active,Omnivore,5,Low,Smoker,Occasional,Low,Insufficient,Good,Sports,Moderate,Occasional,Moderate,Minimal,Average,1
Sedentary,Vegetarian,12,High,Non-smoker,None,High,Insufficient,Excellent,Traveling,Strong,None,Moderate,Moderate,Average,3
Active,Vegetarian,8,Low,Smoker,Occasional,Low,Adequate,Good,Sports,Weak,Regular,Moderate,Excessive,Poor,0
Sedentary,Omnivore,5,Low,Smoker,Occasional,Low,Adequate,Good,Traveling,Moderate,Occasional,Low,Moderate,Average,0
Moderate,Vegetarian,10,High,Non-smoker,Regular,None,Adequate,Excellent,Traveling,Moderate,Occasional,Moderate,Excessive,Poor,2
Sedentary,Mediterranean,10,Low,Former Smoker,Occasional,Low,Insufficient,Good,Reading,Strong,Regular,Low,Minimal,Good,0
Active,Omnivore,10,Low,Smoker,Occasional,Low,Adequate,Good,Sports,Strong,None,High,Excessive,Good,3
Moderate,Keto,10,High,Smoker,Regular,High,Insufficient,Good,Traveling,Weak,Regular,Low,Excessive,Average,2
Sedentary,Mediterranean,12,Moderate,Smoker,None,Low,Insufficient,Good,Sports,Strong,None,Low,Minimal,Good,0
Sedentary,Vegan,9,Low,Former Smoker,None,None,Insufficient,Poor,Sports,Moderate,Regular,Low,Excessive,Average,1
Sedentary,Vegan,7,Low,Non-smoker,None,Low,Adequate,Poor,Reading,Strong,None,Low,Excessive,Average,0
Sedentary,Mediterranean,9,High,Non-smoker,Occasional,Low,Adequate,Fair,Reading,Moderate,Regular,Moderate,Minimal,Average,0
Active,Vegan,10,High,Smoker,Occasional,Low,Adequate,Poor,Reading,Moderate,None,High,Excessive,Good,3
Moderate,Keto,7,High,Non-smoker,None,High,Adequate,Good,Traveling,Moderate,Regular,Low,Moderate,Poor,2
Sedentary,Vegetarian,9,Moderate,Former Smoker,None,Low,Insufficient,Poor,Sports,Strong,Regular,Low,Moderate,Good,1
Sedentary,Omnivore,7,Moderate,Smoker,None,None,Insufficient,Excellent,Reading,Strong,Occasional,Low,Minimal,Poor,0
Active,Keto,6,High,Non-smoker,None,High,Insufficient,Poor,Sports,Moderate,None,High,Moderate,Poor,1
Moderate,Omnivore,9,High,Non-smoker,None,None,Insufficient,Excellent,Sports,Moderate,Occasional,High,Moderate,Poor,2
Moderate,Vegetarian,12,Moderate,Former Smoker,Regular,None,Insufficient,Excellent,Sports,Weak,Occasional,Low,Moderate,Average,1
Moderate,Mediterranean,9,High,Smoker,Occasional,None,Adequate,Excellent,Music,Strong,Occasional,High,Minimal,Good,0
Active,Mediterranean,10,High,Former Smoker,Regular,None,Insufficient,Poor,Reading,Weak,Regular,Low,Moderate,Good,1
Active,Vegan,8,Moderate,Non-smoker,Regular,None,Insufficient,Excellent,Traveling,Weak,None,Moderate,Excessive,Average,1
Sedentary,Omnivore,4,High,Smoker,Regular,None,Adequate,Poor,Traveling,Moderate,Regular,Low,Moderate,Poor,0
Sedentary,Omnivore,7,High,Non-smoker,Occasional,High,Adequate,Fair,Traveling,Strong,None,Moderate,Moderate,Good,3
Active,Vegan,11,Low,Non-smoker,None,None,Adequate,Good,Reading,Weak,None,Low,Minimal,Average,0
Sedentary,Omnivore,12,Low,Smoker,Occasional,Low,Adequate,Fair,Sports,Moderate,Regular,Low,Excessive,Poor,0
Active,Mediterranean,6,Moderate,Smoker,None,Low,Insufficient,Poor,Traveling,Moderate,Occasional,Moderate,Excessive,Average,1
Moderate,Omnivore,6,Low,Smoker,Regular,None,Adequate,Fair,Music,Moderate,Occasional,Moderate,Moderate,Good,3
Moderate,Keto,6,Moderate,Non-smoker,Regular,None,Insufficient,Fair,Sports,Strong,Occasional,High,Moderate,Average,1
Active,Omnivore,6,High,Non-smoker,Occasional,High,Insufficient,Excellent,Music,Weak,Occasional,Moderate,Minimal,Good,3
Sedentary,Vegetarian,4,Low,Former Smoker,Regular,None,Insufficient,Excellent,Reading,Moderate,None,Low,Excessive,Good,0
Active,Vegan,4,High,Non-smoker,Occasional,None,Adequate,Poor,Sports,Moderate,Occasional,Low,Minimal,Poor,0
Moderate,Vegetarian,12,High,Former Smoker,Regular,Low,Insufficient,Poor,Sports,Moderate,Occasional,High,Minimal,Good,1
Sedentary,Vegetarian,8,Low,Non-smoker,Occasional,None,Insufficient,Fair,Music,Weak,Regular,Moderate,Minimal,Average,0
Active,Vegetarian,7,Low,Smoker,None,None,Insufficient,Poor,Traveling,Strong,Regular,Low,Excessive,Average,1
Sedentary,Omnivore,10,Low,Non-smoker,None,None,Adequate,Fair,Sports,Moderate,Occasional,High,Minimal,Average,0
Sedentary,Omnivore,4,Moderate,Former Smoker,None,High,Insufficient,Excellent,Traveling,Strong,Regular,High,Excessive,Good,2
Active,Vegan,6,Moderate,Smoker,Regular,None,Adequate,Excellent,Music,Strong,Regular,Low,Moderate,Average,1
Moderate,Keto,9,Low,Former Smoker,Occasional,Low,Adequate,Good,Sports,Weak,Regular,Low,Minimal,Average,0
Active,Vegetarian,11,Low,Former Smoker,None,High,Adequate,Poor,Music,Moderate,Occasional,Moderate,Moderate,Poor,3
Active,Mediterranean,10,Low,Former Smoker,None,High,Adequate,Excellent,Music,Strong,Occasional,High,Minimal,Poor,3
Moderate,Keto,5,Low,Former Smoker,None,Low,Insufficient,Fair,Music,Weak,Occasional,High,Moderate,Average,1
Active,Keto,5,Moderate,Smoker,Regular,High,Adequate,Poor,Sports,Moderate,Occasional,Moderate,Minimal,Poor,1
Active,Keto,12,Low,Former Smoker,Occasional,None,Adequate,Excellent,Music,Moderate,Occasional,High,Moderate,Good,3
Active,Keto,10,High,Former Smoker,Regular,None,Insufficient,Fair,Reading,Moderate,Occasional,High,Minimal,Poor,1
Moderate,Keto,12,Moderate,Non-smoker,Regular,High,Insufficient,Poor,Traveling,Weak,Occasional,Low,Excessive,Good,2
Active,Omnivore,6,Low,Smoker,Occasional,High,Adequate,Excellent,Reading,Weak,None,High,Moderate,Good,3
Sedentary,Mediterranean,12,Low,Non-smoker,Occasional,None,Adequate,Poor,Music,Strong,None,Low,Moderate,Good,0
Sedentary,Omnivore,10,High,Non-smoker,Regular,Low,Insufficient,Poor,Reading,Moderate,None,Moderate,Minimal,Good,1
Sedentary,Keto,5,High,Smoker,None,High,Insufficient,Excellent,Music,Moderate,Occasional,Moderate,Moderate,Poor,2
Active,Omnivore,6,High,Non-smoker,Regular,None,Insufficient,Excellent,Sports,Strong,None,Low,Excessive,Poor,2
Sedentary,Mediterranean,6,High,Non-smoker,Occasional,High,Adequate,Poor,Sports,Weak,Regular,High,Excessive,Poor,0
Active,Keto,8,Low,Smoker,None,High,Insufficient,Fair,Reading,Weak,None,High,Excessive,Average,0
Active,Keto,8,High,Former Smoker,Occasional,High,Insufficient,Poor,Traveling,Moderate,Occasional,Low,Excessive,Good,2
Active,Mediterranean,9,High,Former Smoker,None,High,Adequate,Excellent,Sports,Strong,Occasional,Low,Moderate,Average,3
Active,Omnivore,7,Low,Former Smoker,Regular,None,Adequate,Good,Reading,Weak,Regular,High,Excessive,Good,0
Active,Mediterranean,10,High,Smoker,Regular,None,Insufficient,Fair,Sports,Weak,Occasional,Low,Minimal,Average,0
Sedentary,Omnivore,5,High,Non-smoker,None,None,Adequate,Excellent,Music,Strong,Occasional,High,Minimal,Good,2
Active,Keto,7,Low,Smoker,None,Low,Adequate,Poor,Sports,Weak,Regular,High,Minimal,Poor,0
Active,Omnivore,12,High,Former Smoker,Regular,High,Adequate,Excellent,Reading,Weak,Occasional,Moderate,Minimal,Average,3
Active,Vegan,12,High,Smoker,Regular,High,Adequate,Good,Music,Moderate,None,High,Moderate,Average,3
Sedentary,Vegan,5,High,Non-smoker,Occasional,High,Insufficient,Excellent,Music,Strong,Occasional,Moderate,Excessive,Average,2
Moderate,Keto,8,Moderate,Non-smoker,Occasional,High,Insufficient,Good,Sports,Strong,None,Moderate,Moderate,Poor,2
Sedentary,Omnivore,11,Moderate,Former Smoker,Occasional,High,Insufficient,Fair,Traveling,Weak,Occasional,High,Minimal,Average,1
Active,Mediterranean,8,High,Smoker,Regular,None,Adequate,Good,Music,Strong,Regular,Low,Minimal,Good,0
Sedentary,Keto,8,Low,Smoker,None,None,Adequate,Good,Sports,Moderate,Regular,High,Moderate,Good,0
Moderate,Vegan,12,High,Former Smoker,Occasional,Low,Insufficient,Excellent,Sports,Moderate,Regular,Moderate,Moderate,Poor,1
Moderate,Omnivore,4,High,Non-smoker,Occasional,None,Insufficient,Poor,Traveling,Weak,None,High,Minimal,Average,0
Active,Omnivore,9,Moderate,Smoker,Occasional,None,Adequate,Good,Reading,Moderate,None,Moderate,Moderate,Average,0
Active,Keto,11,Low,Former Smoker,Occasional,High,Adequate,Poor,Music,Moderate,Occasional,High,Excessive,Good,3
Sedentary,Vegetarian,8,High,Former Smoker,None,None,Insufficient,Poor,Traveling,Moderate,Occasional,Moderate,Moderate,Average,1
Active,Mediterranean,8,Low,Former Smoker,Regular,High,Insufficient,Good,Music,Weak,Regular,Moderate,Moderate,Average,1
Moderate,Omnivore,9,Moderate,Former Smoker,Occasional,Low,Adequate,Good,Reading,Strong,None,Moderate,Moderate,Average,3
Active,Vegan,12,Low,Smoker,Regular,Low,Adequate,Poor,Music,Moderate,Regular,High,Minimal,Good,1
Moderate,Mediterranean,4,High,Non-smoker,None,None,Adequate,Fair,Reading,Strong,None,Moderate,Moderate,Poor,3
Sedentary,Omnivore,7,High,Former Smoker,Occasional,None,Insufficient,Poor,Traveling,Moderate,Occasional,High,Minimal,Average,1
Active,Mediterranean,7,Moderate,Non-smoker,None,None,Insufficient,Excellent,Traveling,Weak,None,Moderate,Excessive,Good,2
Active,Vegan,4,Moderate,Non-smoker,Regular,Low,Insufficient,Fair,Reading,Strong,Occasional,Low,Excessive,Good,2
Active,Omnivore,9,Moderate,Smoker,Occasional,Low,Adequate,Excellent,Sports,Strong,Occasional,Moderate,Minimal,Good,3
Moderate,Omnivore,5,High,Smoker,Regular,High,Insufficient,Poor,Traveling,Weak,None,High,Moderate,Average,1
Active,Keto,8,Low,Former Smoker,None,None,Insufficient,Fair,Traveling,Weak,Regular,High,Moderate,Good,1
Moderate,Mediterranean,5,High,Non-smoker,None,Low,Adequate,Good,Reading,Strong,None,Low,Moderate,Good,2
Sedentary,Keto,11,High,Former Smoker,Occasional,Low,Insufficient,Good,Sports,Moderate,Regular,High,Moderate,Average,1
Active,Omnivore,9,Low,Smoker,None,None,Adequate,Fair,Reading,Moderate,Occasional,Low,Moderate,Good,0
Moderate,Omnivore,5,Moderate,Former Smoker,None,None,Insufficient,Good,Sports,Weak,Regular,Moderate,Minimal,Average,1
Moderate,Keto,6,High,Non-smoker,Occasional,Low,Adequate,Fair,Traveling,Weak,Regular,Low,Excessive,Good,2
Sedentary,Vegetarian,4,Moderate,Smoker,Regular,Low,Insufficient,Good,Reading,Moderate,None,Low,Moderate,Poor,0
Active,Omnivore,4,Moderate,Former Smoker,None,Low,Insufficient,Excellent,Sports,Moderate,None,Moderate,Moderate,Good,1
Active,Keto,11,Low,Smoker,Regular,None,Adequate,Poor,Reading,Weak,None,Low,Minimal,Average,0
Active,Vegan,5,High,Smoker,Occasional,Low,Insufficient,Fair,Music,Strong,Regular,Moderate,Moderate,Average,3
Sedentary,Vegetarian,4,High,Former Smoker,Regular,High,Insufficient,Poor,Traveling,Moderate,Regular,High,Moderate,Good,1
Sedentary,Keto,9,High,Non-smoker,Occasional,Low,Adequate,Good,Reading,Strong,None,Moderate,Excessive,Poor,0
Moderate,Keto,10,Low,Non-smoker,Regular,None,Adequate,Good,Reading,Strong,Regular,Low,Moderate,Poor,0
Sedentary,Vegan,9,High,Smoker,None,Low,Adequate,Good,Reading,Weak,Regular,Low,Moderate,Average,0
Moderate,Vegetarian,6,Moderate,Smoker,Occasional,Low,Insufficient,Good,Sports,Weak,Occasional,High,Excessive,Average,1
Sedentary,Mediterranean,11,Moderate,Smoker,Occasional,Low,Insufficient,Excellent,Reading,Strong,Regular,Moderate,Moderate,Poor,0
Moderate,Vegetarian,9,Low,Smoker,Occasional,Low,Adequate,Fair,Sports,Weak,None,High,Excessive,Poor,0
Sedentary,Vegetarian,11,Moderate,Smoker,Occasional,High,Insufficient,Fair,Reading,Moderate,Regular,Low,Excessive,Average,1
Moderate,Vegetarian,12,Low,Smoker,Regular,Low,Adequate,Good,Reading,Strong,Regular,Low,Moderate,Average,0
Sedentary,Vegetarian,9,High,Smoker,Regular,None,Adequate,Good,Traveling,Moderate,Regular,Low,Minimal,Poor,0
Moderate,Vegetarian,8,High,Non-smoker,Regular,None,Adequate,Good,Reading,Moderate,None,Low,Moderate,Poor,0
Moderate,Keto,5,Low,Non-smoker,Occasional,Low,Insufficient,Good,Music,Moderate,None,High,Minimal,Good,2
Active,Mediterranean,11,Moderate,Former Smoker,Occasional,None,Insufficient,Excellent,Sports,Weak,Regular,High,Minimal,Average,1
Moderate,Vegetarian,4,Low,Smoker,Occasional,Low,Insufficient,Good,Sports,Weak,Regular,Moderate,Minimal,Poor,0
Sedentary,Keto,5,Moderate,Non-smoker,Occasional,High,Insufficient,Excellent,Music,Strong,None,Moderate,Excessive,Average,3
Active,Omnivore,9,Low,Smoker,Occasional,High,Insufficient,Good,Traveling,Strong,None,Moderate,Excessive,Good,3
Sedentary,Vegan,7,Moderate,Non-smoker,Regular,Low,Adequate,Good,Music,Strong,Regular,Moderate,Excessive,Average,1
Active,Vegan,9,Low,Non-smoker,Occasional,None,Insufficient,Good,Music,Weak,Regular,Low,Minimal,Average,0
Active,Omnivore,12,High,Smoker,None,None,Adequate,Poor,Reading,Strong,None,High,Excessive,Good,3
Sedentary,Mediterranean,7,High,Former Smoker,None,None,Insufficient,Good,Music,Weak,Occasional,Low,Minimal,Poor,0
Sedentary,Vegetarian,12,High,Smoker,Occasional,High,Adequate,Excellent,Reading,Moderate,None,Low,Excessive,Good,0
Active,Vegetarian,7,Low,Former Smoker,None,High,Adequate,Excellent,Sports,Moderate,Regular,Low,Excessive,Good,1
Moderate,Omnivore,9,Low,Former Smoker,Regular,Low,Adequate,Good,Music,Strong,Regular,Low,Moderate,Average,1
Active,Omnivore,5,Low,Smoker,Regular,High,Insufficient,Poor,Sports,Strong,None,Moderate,Minimal,Poor,3
Active,Vegetarian,5,Moderate,Smoker,Occasional,Low,Insufficient,Excellent,Traveling,Weak,Regular,Moderate,Moderate,Average,1
Sedentary,Vegetarian,7,High,Smoker,Occasional,Low,Adequate,Poor,Traveling,Weak,Occasional,Low,Excessive,Good,0
Active,Vegan,4,High,Smoker,Regular,Low,Adequate,Poor,Music,Weak,Occasional,Moderate,Minimal,Poor,0
Moderate,Omnivore,4,Moderate,Non-smoker,None,None,Insufficient,Poor,Traveling,Strong,Occasional,Moderate,Excessive,Good,2
Sedentary,Omnivore,8,High,Smoker,None,None,Adequate,Good,Reading,Strong,Occasional,Moderate,Excessive,Good,2
Moderate,Mediterranean,7,High,Smoker,None,Low,Insufficient,Excellent,Sports,Moderate,Regular,High,Minimal,Good,1
Moderate,Vegan,8,High,Smoker,Regular,Low,Insufficient,Good,Traveling,Strong,Regular,High,Moderate,Good,2
Sedentary,Mediterranean,8,High,Former Smoker,Occasional,High,Adequate,Poor,Traveling,Moderate,None,High,Moderate,Good,3
Sedentary,Omnivore,7,Moderate,Former Smoker,None,High,Insufficient,Excellent,Traveling,Moderate,Occasional,High,Excessive,Good,2
Active,Mediterranean,9,High,Non-smoker,Regular,High,Adequate,Fair,Music,Weak,None,High,Moderate,Good,3
Active,Mediterranean,7,Moderate,Former Smoker,None,Low,Insufficient,Fair,Sports,Strong,Occasional,Moderate,Moderate,Average,1
Sedentary,Keto,10,High,Smoker,None,Low,Adequate,Poor,Sports,Strong,Occasional,Low,Moderate,Average,2
Moderate,Keto,4,Low,Former Smoker,None,High,Insufficient,Poor,Reading,Weak,Regular,High,Excessive,Good,2
Moderate,Vegetarian,8,High,Non-smoker,None,Low,Adequate,Poor,Reading,Moderate,None,High,Moderate,Average,1
Active,Vegetarian,5,Low,Former Smoker,None,High,Insufficient,Excellent,Sports,Moderate,Regular,High,Excessive,Good,1
Active,Keto,9,Moderate,Smoker,Occasional,None,Adequate,Fair,Reading,Moderate,None,High,Minimal,Average,0
Moderate,Vegan,10,High,Former Smoker,Regular,Low,Insufficient,Poor,Sports,Strong,None,Moderate,Moderate,Poor,1
Moderate,Keto,6,High,Non-smoker,Regular,High,Insufficient,Excellent,Music,Weak,None,Low,Minimal,Poor,2
Sedentary,Mediterranean,6,Low,Smoker,Occasional,None,Insufficient,Fair,Music,Weak,Occasional,Moderate,Moderate,Poor,0
Sedentary,Mediterranean,4,High,Former Smoker,None,Low,Insufficient,Good,Music,Weak,None,Low,Moderate,Poor,0
Sedentary,Mediterranean,11,Low,Non-smoker,None,None,Adequate,Good,Music,Moderate,Occasional,Low,Moderate,Average,0
Sedentary,Vegetarian,6,Moderate,Former Smoker,None,Low,Insufficient,Good,Sports,Moderate,None,High,Excessive,Average,1
Sedentary,Keto,6,High,Smoker,None,Low,Insufficient,Excellent,Music,Strong,None,Low,Excessive,Poor,2
Sedentary,Vegetarian,9,High,Former Smoker,Occasional,High,Adequate,Poor,Sports,Weak,Regular,Moderate,Minimal,Average,1
Moderate,Mediterranean,4,Low,Non-smoker,None,None,Insufficient,Fair,Reading,Moderate,Regular,Low,Minimal,Good,0
Sedentary,Mediterranean,8,High,Smoker,Regular,None,Insufficient,Good,Music,Strong,Regular,High,Excessive,Good,2
Active,Keto,7,Low,Smoker,None,High,Adequate,Excellent,Sports,Moderate,Occasional,High,Minimal,Average,0
Active,Vegan,10,High,Smoker,Regular,None,Adequate,Poor,Reading,Strong,None,Moderate,Excessive,Good,3
Sedentary,Vegan,11,High,Former Smoker,Regular,None,Insufficient,Poor,Traveling,Moderate,None,Moderate,Excessive,Good,1
Moderate,Vegan,12,High,Non-smoker,Regular,None,Adequate,Good,Traveling,Weak,Occasional,Low,Minimal,Good,2
Moderate,Mediterranean,7,Moderate,Smoker,Regular,None,Adequate,Poor,Sports,Weak,Regular,Moderate,Moderate,Poor,0
Sedentary,Vegetarian,5,Low,Non-smoker,Regular,Low,Insufficient,Fair,Reading,Strong,Occasional,High,Moderate,Poor,1
Active,Omnivore,8,Low,Former Smoker,None,Low,Adequate,Fair,Reading,Strong,None,Low,Excessive,Good,3
Moderate,Keto,7,Low,Smoker,Occasional,None,Insufficient,Fair,Sports,Weak,None,Moderate,Minimal,Average,0
Sedentary,Vegetarian,7,High,Non-smoker,None,High,Adequate,Fair,Sports,Strong,None,Low,Excessive,Good,2
Active,Mediterranean,4,Moderate,Smoker,Regular,High,Insufficient,Excellent,Sports,Moderate,None,Moderate,Excessive,Poor,1
Active,Keto,10,Moderate,Former Smoker,Regular,None,Adequate,Excellent,Sports,Strong,Regular,Moderate,Minimal,Good,1
Active,Mediterranean,7,Moderate,Non-smoker,None,High,Adequate,Excellent,Traveling,Strong,None,Moderate,Excessive,Poor,3
Sedentary,Mediterranean,9,Moderate,Smoker,None,Low,Insufficient,Good,Reading,Weak,Occasional,Low,Moderate,Poor,0
Moderate,Vegan,9,Moderate,Non-smoker,Regular,High,Insufficient,Poor,Sports,Moderate,Regular,Moderate,Excessive,Good,1
Sedentary,Mediterranean,11,High,Non-smoker,Occasional,None,Insufficient,Fair,Music,Weak,Regular,High,Moderate,Good,3
Active,Keto,5,High,Non-smoker,Occasional,High,Adequate,Excellent,Reading,Weak,None,Low,Moderate,Poor,0
Moderate,Omnivore,11,High,Non-smoker,None,None,Insufficient,Poor,Reading,Moderate,Occasional,Low,Moderate,Poor,2
Sedentary,Omnivore,6,Low,Non-smoker,Regular,Low,Insufficient,Fair,Sports,Weak,Regular,Low,Minimal,Average,1
Moderate,Keto,9,Moderate,Non-smoker,Occasional,High,Adequate,Poor,Music,Strong,None,Low,Minimal,Average,3
Moderate,Mediterranean,9,High,Former Smoker,Occasional,Low,Insufficient,Excellent,Traveling,Strong,Occasional,High,Minimal,Good,2
Moderate,Mediterranean,6,High,Non-smoker,Occasional,Low,Adequate,Good,Traveling,Weak,Regular,High,Minimal,Poor,0
Sedentary,Omnivore,7,Low,Non-smoker,None,None,Insufficient,Excellent,Music,Weak,None,Low,Excessive,Average,0
Moderate,Omnivore,5,High,Non-smoker,None,None,Adequate,Poor,Traveling,Moderate,Occasional,High,Moderate,Average,2
Moderate,Mediterranean,10,Low,Former Smoker,Regular,High,Insufficient,Good,Sports,Weak,Regular,Low,Minimal,Good,0
Sedentary,Omnivore,4,Low,Smoker,Occasional,Low,Insufficient,Fair,Sports,Moderate,None,Moderate,Minimal,Poor,0
Sedentary,Mediterranean,5,Moderate,Former Smoker,Occasional,High,Adequate,Good,Sports,Moderate,None,Moderate,Moderate,Good,3
Active,Mediterranean,6,Low,Former Smoker,None,High,Adequate,Fair,Reading,Weak,Occasional,Moderate,Moderate,Average,3
Moderate,Omnivore,12,Moderate,Smoker,Occasional,Low,Insufficient,Excellent,Reading,Strong,None,Low,Minimal,Poor,0
Moderate,Vegan,5,High,Smoker,Regular,None,Adequate,Good,Music,Weak,Occasional,Moderate,Moderate,Average,0
Active,Vegetarian,8,Low,Former Smoker,Regular,None,Adequate,Poor,Sports,Moderate,None,Moderate,Minimal,Good,1
Active,Keto,6,Low,Non-smoker,Occasional,None,Insufficient,Good,Reading,Moderate,None,Moderate,Moderate,Good,0
Active,Keto,7,Moderate,Non-smoker,Occasional,Low,Adequate,Excellent,Sports,Strong,None,High,Minimal,Good,3
